Id หลัก,Facter ID,ประเภทการคิด,กลุ่มหัวข้อ,โค้ดการประเมิน,ชื่อ KPI,น้ำหนัก,Target,คะแนน 1,คะแนน 2,คะแนน 3,คะแนน 4,คะแนน 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-172,จำนวนครั้งของความผิดพลาดในการประเมินอาการ จำแนกความรุนแรง วินิจฉัยปัญหา/ความผิดปกติ ,17,0,7,6 - 5,4 - 3,2 - 1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-172,จำนวนครั้งของการรายงานแพทย์ล่าช้า,17,0,7,6 - 5,4 - 3,2 - 1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-172,จำนวนครั้งของการรับคำสั่งแพทย์ผิด,16,0,7,6 - 5,4 - 3,2 - 1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-172,จำนวนครั้งของการบริหารยา สารน้ำ เลือด และส่วนประกอบของเลือดไม่ถูกต้อง,17,0,7,6 - 5,4 - 3,2 - 1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-172,จำนวนครั้งของความผิดพลาดในการประสานส่งต่อผู้ป่วยภายในและภายนอก รพ.,17,0,7,6 - 5,4 - 3,2 - 1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-172,จำนวนครั้งของความผิดพลาดในการส่งผู้ป่วยทำหัตถการและส่งตรวจพิเศษทางรังสี,16,0,7,6 - 5,4 - 3,2 - 1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-173,จำนวนครั้งของความผิดพลาดในการประเมินอาการ จำแนกความรุนแรง วินิจฉัยปัญหา/ความผิดปกติ ,17,0,7,6 - 5,4 - 3,2 - 1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-173,จำนวนครั้งของการรายงานแพทย์ล่าช้า,17,0,7,6 - 5,4 - 3,2 - 1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-173,จำนวนครั้งของการรับคำสั่งแพทย์ผิด,16,0,7,6 - 5,4 - 3,2 - 1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-173,จำนวนครั้งของการบริหารยา สารน้ำ เลือด และส่วนประกอบของเลือดไม่ถูกต้อง,17,0,7,6 - 5,4 - 3,2 - 1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-173,จำนวนครั้งของความผิดพลาดในการประสานส่งต่อผู้ป่วยภายในและภายนอก รพ.,17,0,7,6 - 5,4 - 3,2 - 1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-173,จำนวนครั้งของความผิดพลาดในการส่งผู้ป่วยทำหัตถการและส่งตรวจพิเศษทางรังสี,16,0,7,6 - 5,4 - 3,2 - 1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-174,จำนวนครั้งของความผิดพลาดในการประเมินอาการ จำแนกความรุนแรง วินิจฉัยปัญหา/ความผิดปกติ ,20,0,7,6 - 5,4 - 3,2 - 1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-174,จำนวนครั้งของการบริหารยา สารน้ำ เลือด และส่วนประกอบของเลือดไม่ถูกต้อง,20,0,7,6 - 5,4 - 3,2 - 1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-174,จำนวนครั้งของการรับคำสั่งแพทย์ผิด,20,0,7,6 - 5,4 - 3,2 - 1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-174,จำนวนครั้งของการเก็บ/ส่ง  specimens ผิดพลาด,20,0,7,6 - 5,4 - 3,2 - 1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-174,จำนวนครั้งของความผิดพลาดในการส่งผู้ป่วยทำหัตถการและส่งตรวจพิเศษทางรังสี,20,0,7,6 - 5,4 - 3,2 - 1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-175,จำนวนครั้งของความผิดพลาดในการประเมินอาการ จำแนกความรุนแรง วินิจฉัยปัญหา/ความผิดปกติ ,20,0,7,6 - 5,4 - 3,2 - 1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-175,จำนวนครั้งของการบริหารยา สารน้ำ เลือด และส่วนประกอบของเลือดไม่ถูกต้อง,20,0,7,6 - 5,4 - 3,2 - 1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-175,จำนวนครั้งของการเก็บ /ส่ง specimens ผิดพลาด,20,0,7,6 - 5,4 - 3,2 - 1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-175,จำนวนครั้งของการรับคำสั่งแพทย์ผิด,20,0,7,6 - 5,4 - 3,2 - 1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-175,จำนวนครั้งของความผิดพลาดในการส่งผู้ป่วยทำหัตถการและส่งตรวจพิเศษทางรังสี,20,0,7,6 - 5,4 - 3,2 - 1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-176,จำนวนครั้งของการจำแนก  ความรุนแรง วินิจฉัยปัญหา/ความผิดปกติและภาวะเสี่ยงของผู้ป่วยผิดพลาด ภายใต้การดูแลของพยาบาลวิชาชีพ,25,0,7,6 - 5,4 - 3,2 - 1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-176,จำนวนครั้งของการเก็บ specimens ผิดพลาด ภายใต้การดูแลของพยาบาลวิชาชีพ,25,0,7,6 - 5,4 - 3,2 - 1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-176,จำนวนครั้งของการบริหารยา สารน้ำ เลือดและ ส่วนประกอบของเลือดผิดพลาด ภายใต้การดูแลของพยาบาลวิชาชีพ,25,0,7,6 - 5,4 - 3,2 - 1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-176,จำนวนครั้งของการบริหารยาที่มีความเสี่ยงสูงผิดพลาด ภายใต้การดูแลของพยาบาลวิชาชีพ,25,0,7,6 - 5,4 - 3,2 - 1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-177,จำนวนครั้งของความผิดพลาดของการวัดสัญญาณชีพและการ ประเมินภาวะผิดปกติเบื้องตัน,25,0,7,6 - 5,4 - 3,2 - 1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-177,จำนวนครั้งของข้อร้องเรียนเรื่องการเช็ดตัวลดไข้ที่ไม่ถูกต้อง หรือ ช่วยกิจกรรมผู้ป่วยที่ไม่สามารถช่วยเหลือตัวเองได้,25,0,7,6 - 5,4 - 3,2 - 1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-177,จำนวนครั้งของติดไปกับผ้า,25,0,7,6 - 5,4 - 3,2 - 1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-177,จำนวนครั้งของการเตรียมอุปกรณ์ในการทำหัตถการต่างๆ และช่วยแพทย์ทำหัตถการที่สำคัญ เช่น เจาะเข่า  เจาะท้อง  เจาะตับผิดพลาด,25,0,7,6 - 5,4 - 3,2 - 1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-178,จำนวนครั้งของความผิดพลาดของการวัดสัญญาณชีพและการ ประเมินภาวะผิดปกติเบื้องตัน,25,0,7,6 - 5,4 - 3,2 - 1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-178,จำนวนครั้งของข้อร้องเรียนเรื่องการเช็ดตัวลดไข้ที่ไม่ถูกต้อง หรือ ช่วยกิจกรรมผู้ป่วยที่ไม่สามารถช่วยเหลือตัวเองได้,25,0,7,6 - 5,4 - 3,2 - 1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-178,จำนวนครั้งของติดไปกับผ้า,25,0,7,6 - 5,4 - 3,2 - 1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-178,จำนวนครั้งของการเตรียมอุปกรณ์ในการทำหัตถการต่างๆ และช่วยแพทย์ทำหัตถการที่สำคัญ เช่น เจาะเข่า  เจาะท้อง  เจาะตับผิดพลาด,25,0,7,6 - 5,4 - 3,2 - 1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-179,จำนวนข้องร้องเรียน ด้านบริการและระยะเวลาการรอคอย,25,0,7,6 - 5,4 - 3,2 - 1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,2,4,PPSV-201908-179,อัตราการโทรติดตามผลการรักษาครบถ้วน,25,90,59,60 - 69,70 - 79,80 - 89,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-179,จำนวนครั้งของเครื่องมือที่ต้องการใช้ ชำรุดโดยไม่มีการตรวจสอบ,25,0,7,6 - 5,4 - 3,2 - 1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-179,จำนวนข้อร้องเรียนเรื่องห้องพักหรืออุปกรณ์ในแผนกไม่พร้อมใช้,25,0,7,6 - 5,4 - 3,2 - 1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-180,จำนวนครั้งของความผิดพลาดในการเตรียมผู้ป่วยในการส่งตรวจต่างๆ และ ช่วยอำนวยความสะดวกให้แก่แผนกต้อนรับในการรับส่งผู้ป่วย,25,0,7,6 - 5,4 - 3,2 - 1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-180,จำนวนครั้งของความไม่พร้อมในการเตรียมห้องพักผู้ป่วยรับใหม่,25,0,7,6 - 5,4 - 3,2 - 1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-180,จำนวนครั้งของความผิดพลาดในการนำส่งสิ่งส่งตรวจ,25,0,7,6 - 5,4 - 3,2 - 1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-180,จำนวนครั้งของติดไปกับผ้า,25,0,7,6 - 5,4 - 3,2 - 1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-181,จำนวนครั้งของความผิดพลาดในการเตรียมผู้ป่วยในการส่งตรวจต่างๆ และ ช่วยอำนวยความสะดวกให้แก่แผนกต้อนรับในการรับส่งผู้ป่วย,25,0,7,6 - 5,4 - 3,2 - 1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-181,จำนวนครั้งของความไม่พร้อมในการเตรียมห้องพักผู้ป่วยรับใหม่,25,0,7,6 - 5,4 - 3,2 - 1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-181,จำนวนครั้งของความผิดพลาดในการนำส่งสิ่งส่งตรวจ,25,0,7,6 - 5,4 - 3,2 - 1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-181,จำนวนครั้งของติดไปกับผ้า,25,0,7,6 - 5,4 - 3,2 - 1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-182,Med error ( Transcribing ),34,0,7,6 - 5,4 - 3,2 - 1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-182,จำนวนครั้งของการKeyรายการ Lab   X-ray ผิดพลาด,33,0,7,6 - 5,4 - 3,2 - 1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-182,จำนวนครั้งของการนัดหมายผิดพลาด,33,0,7,6 - 5,4 - 3,2 - 1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-183,Med error ( Transcribing ),34,0,7,6 - 5,4 - 3,2 - 1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-183,จำนวนครั้งของการKeyรายการ Lab   X-ray ผิดพลาด,33,0,7,6 - 5,4 - 3,2 - 1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-183,จำนวนครั้งของการนัดหมายผิดพลาด,33,0,7,6 - 5,4 - 3,2 - 1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-184,จำนวนชั่วโมงการ OJT และการเข้าอบรมของบุคลากรในหน่วยงานเป็นไปตามเป้า,20,80,49,50 - 59,60 - 69,70 - 79,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-184,จำนวนครั้งของการไม่รายงานความเสี่ยงตาม Fram work,20,0,7,6 - 5,4 - 3,2 - 1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-184,จำนวนครั้งของความผิดพลาดในการปฏิบัติการพยาบาลตามแนวทางที่กำหนด,20,0,7,6 - 5,4 - 3,2 - 1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-184,จำนวนครั้งของความผิดพลาดในการประเมินอาการ จำแนกความรุนแรง วินิจฉัยปัญหา/ความผิดปกติ ,20,0,7,6 - 5,4 - 3,2 - 1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-184,จำนวนครั้งของความผิดพลาดในการบริหารยาที่มีความเสี่ยงสูง,20,0,7,6 - 5,4 - 3,2 - 1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-185,จำนวนครั้งของความผิดพลาดในการประเมินอาการ จำแนกความรุนแรง วินิจฉัยปัญหา/ความผิดปกติ ,20,0,7,6 - 5,4 - 3,2 - 1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-185,จำนวนครั้งของการบริหารยา สารน้ำ เลือด และส่วนประกอบของเลือดไม่ถูกต้อง,20,0,7,6 - 5,4 - 3,2 - 1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-185,จำนวนครั้งของการรับคำสั่งแพทย์ผิด,20,0,7,6 - 5,4 - 3,2 - 1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-185,จำนวนครั้งของการเก็บ/ส่ง  specimens ผิดพลาด,20,0,7,6 - 5,4 - 3,2 - 1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-185,จำนวนครั้งของความผิดพลาดในการส่งผู้ป่วยทำหัตถการและส่งตรวจพิเศษทางรังสี,20,0,7,6 - 5,4 - 3,2 - 1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-186,จำนวนครั้งของความผิดพลาดในการประเมินอาการ จำแนกความรุนแรง วินิจฉัยปัญหา/ความผิดปกติ ,20,0,7,6 - 5,4 - 3,2 - 1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-186,จำนวนครั้งของการบริหารยา สารน้ำ เลือด และส่วนประกอบของเลือดไม่ถูกต้อง,20,0,7,6 - 5,4 - 3,2 - 1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-186,จำนวนครั้งของการรับคำสั่งแพทย์ผิด,20,0,7,6 - 5,4 - 3,2 - 1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-186,จำนวนครั้งของการเก็บ/ส่ง  specimens ผิดพลาด,20,0,7,6 - 5,4 - 3,2 - 1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-186,จำนวนครั้งของความผิดพลาดในการส่งผู้ป่วยทำหัตถการและส่งตรวจพิเศษทางรังสี,20,0,7,6 - 5,4 - 3,2 - 1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-187,จำนวนครั้งของความผิดพลาดในการประเมินอาการ จำแนกความรุนแรง วินิจฉัยปัญหา/ความผิดปกติ ,20,0,7,6 - 5,4 - 3,2 - 1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-187,จำนวนครั้งของการบริหารยา สารน้ำ เลือด และส่วนประกอบของเลือดไม่ถูกต้อง,20,0,7,6 - 5,4 - 3,2 - 1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-187,จำนวนครั้งของการรับคำสั่งแพทย์ผิด,20,0,7,6 - 5,4 - 3,2 - 1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-187,จำนวนครั้งของการเก็บ/ส่ง  specimens ผิดพลาด,20,0,7,6 - 5,4 - 3,2 - 1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-187,จำนวนครั้งของความผิดพลาดในการส่งผู้ป่วยทำหัตถการและส่งตรวจพิเศษทางรังสี,20,0,7,6 - 5,4 - 3,2 - 1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-188,จำนวนครั้งของความผิดพลาดในการประเมินอาการ จำแนกความรุนแรง วินิจฉัยปัญหา/ความผิดปกติ ,20,0,7,6 - 5,4 - 3,2 - 1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-188,จำนวนครั้งของการบริหารยา สารน้ำ เลือด และส่วนประกอบของเลือดไม่ถูกต้อง,20,0,7,6 - 5,4 - 3,2 - 1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-188,จำนวนครั้งของการเก็บ /ส่ง specimens ผิดพลาด,20,0,7,6 - 5,4 - 3,2 - 1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-188,จำนวนครั้งของการรับคำสั่งแพทย์ผิด,20,0,7,6 - 5,4 - 3,2 - 1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-188,จำนวนครั้งของความผิดพลาดในการส่งผู้ป่วยทำหัตถการและส่งตรวจพิเศษทางรังสี,20,0,7,6 - 5,4 - 3,2 - 1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-189,จำนวนครั้งของการรับคำสั่งแพทย์ผิดพลาด ภายใต้การดูแลของพยาบาลวิชาชีพ,20,0,7,6 - 5,4 - 3,2 - 1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-189,จำนวนครั้งของการบริหารยา สารน้ำ เลือดและ ส่วนประกอบของเลือดผิดพลาด ภายใต้การดูแลของพยาบาลวิชาชีพ,20,0,7,6 - 5,4 - 3,2 - 1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-189,จำนวนครั้งของการบริหารยาที่มีความเสี่ยงสูงผิดพลาด ภายใต้การดูแลของพยาบาลวิชาชีพ,20,0,7,6 - 5,4 - 3,2 - 1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-189,จำนวนครั้งของการทำหัตถการผิดพลาด ภายใต้การดูแลของพยาบาลวิชาชีพ,20,0,7,6 - 5,4 - 3,2 - 1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-189,จำนวนครั้งของการเก็บ specimens ผิดพลาด ภายใต้การดูแลของพยาบาลวิชาชีพ,20,0,7,6 - 5,4 - 3,2 - 1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-190,จำนวนครั้งของความผิดพลาดของการวัดสัญญาณชีพและการ ประเมินภาวะผิดปกติเบื้องตัน,25,0,7,6 - 5,4 - 3,2 - 1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-190,จำนวนครั้งของข้อร้องเรียนเรื่องการเช็ดตัวลดไข้ที่ไม่ถูกต้อง หรือ ช่วยกิจกรรมผู้ป่วยที่ไม่สามารถช่วยเหลือตัวเองได้,25,0,7,6 - 5,4 - 3,2 - 1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-190,จำนวนครั้งของติดไปกับผ้า,25,0,7,6 - 5,4 - 3,2 - 1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-190,จำนวนครั้งของการเตรียมอุปกรณ์ในการทำหัตถการต่างๆ  เช่น การเจาะหลัง การ Suction Secretion,25,0,7,6 - 5,4 - 3,2 - 1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-191,จำนวนครั้งของความผิดพลาดของการวัดสัญญาณชีพและการ ประเมินภาวะผิดปกติเบื้องตัน,25,0,7,6 - 5,4 - 3,2 - 1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-191,จำนวนครั้งของข้อร้องเรียนเรื่องการเช็ดตัวลดไข้ที่ไม่ถูกต้อง หรือ ช่วยกิจกรรมผู้ป่วยที่ไม่สามารถช่วยเหลือตัวเองได้,25,0,7,6 - 5,4 - 3,2 - 1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-191,จำนวนครั้งของติดไปกับผ้า,25,0,7,6 - 5,4 - 3,2 - 1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-191,จำนวนครั้งของการเตรียมอุปกรณ์ในการทำหัตถการต่างๆ  เช่น การเจาะหลัง การ Suction Secretion,25,0,7,6 - 5,4 - 3,2 - 1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-192,จำนวนข้องร้องเรียน ด้านบริการและระยะเวลาการรอคอย,25,0,7,6 - 5,4 - 3,2 - 1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,2,4,PPSV-201908-192,อัตราการโทรติดตามผลการรักษาครบถ้วน,25,90,59,60 - 69,70 - 79,80 - 89,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-192,จำนวนครั้งของเครื่องมือที่ต้องการใช้ ชำรุดโดยไม่มีการตรวจสอบ,25,0,7,6 - 5,4 - 3,2 - 1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-192,จำนวนข้อร้องเรียนเรื่องห้องพักหรืออุปกรณ์ในแผนกไม่พร้อมใช้,25,0,7,6 - 5,4 - 3,2 - 1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-193,จำนวนครั้งของความผิดพลาดในการเตรียมผู้ป่วยในการส่งตรวจต่างๆ และ ช่วยอำนวยความสะดวกให้แก่แผนกต้อนรับในการรับส่งผู้ป่วย,25,0,7,6 - 5,4 - 3,2 - 1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-193,จำนวนครั้งของความไม่พร้อมในการเตรียมห้องพักผู้ป่วยรับใหม่,25,0,7,6 - 5,4 - 3,2 - 1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-193,จำนวนครั้งของความผิดพลาดในการนำส่งสิ่งส่งตรวจ,25,0,7,6 - 5,4 - 3,2 - 1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-193,จำนวนครั้งของติดไปกับผ้า,25,0,7,6 - 5,4 - 3,2 - 1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-194,จำนวนครั้งของความผิดพลาดในการเตรียมผู้ป่วยในการส่งตรวจต่างๆ และ ช่วยอำนวยความสะดวกให้แก่แผนกต้อนรับในการรับส่งผู้ป่วย,25,0,7,6 - 5,4 - 3,2 - 1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-194,จำนวนครั้งของความไม่พร้อมในการเตรียมห้องพักผู้ป่วยรับใหม่,25,0,7,6 - 5,4 - 3,2 - 1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-194,จำนวนครั้งของความผิดพลาดในการนำส่งสิ่งส่งตรวจ,25,0,7,6 - 5,4 - 3,2 - 1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-194,จำนวนครั้งของติดไปกับผ้า,25,0,7,6 - 5,4 - 3,2 - 1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-195,Med error ( Transcribing ),34,0,7,6 - 5,4 - 3,2 - 1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-195,จำนวนครั้งของการKeyรายการ Lab   X-ray ผิดพลาด,33,0,7,6 - 5,4 - 3,2 - 1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-195,จำนวนครั้งของการนัดหมายผิดพลาด,33,0,7,6 - 5,4 - 3,2 - 1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-196,Med error ( Transcribing ),34,0,7,6 - 5,4 - 3,2 - 1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-196,จำนวนครั้งของการKeyรายการ Lab   X-ray ผิดพลาด,33,0,7,6 - 5,4 - 3,2 - 1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-196,จำนวนครั้งของการนัดหมายผิดพลาด,33,0,7,6 - 5,4 - 3,2 - 1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,2,4,PPSV-201908-197,จำนวนชั่วโมงการ OJT และการเข้าอบรมของบุคลากรในหน่วยงานเป็นไปตามเป้า,20,80,49,50 - 59,60 - 69,70 - 79,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-197,จำนวนครั้งของการไม่รายงานความเสี่ยงตาม Fram work,20,0,7,6 - 5,4 - 3,2 - 1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-197,จำนวนครั้งของความไม่พร้อมในการให้บริการผ่าตัด,20,0,7,6 - 5,4 - 3,2 - 1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
